# alpha	beta	int	d	sig	s_int	s_d	s_sig
1.243770e-01	1.401890e+00	3.965245e-02	1.166637e+00	4.777223e-05	3.025976e+01	3.716264e+00	1.042154e+01
1.855780e-01	1.458250e+00	1.555832e+00	1.205060e+00	3.322694e-02	2.158725e+01	3.125052e+02	1.794953e-01
-1.056420e-02	1.434030e+00	4.269295e-01	1.143695e+00	3.500000e-02	2.033376e+01	3.842985e+00	3.957549e+01
5.726780e-02	1.482920e+00	nan	nan	nan	nan	nan	nan
1.241030e-01	1.531910e+00	nan	nan	nan	nan	nan	nan
-7.214980e-02	1.529210e+00	nan	nan	nan	nan	nan	nan
-3.141590e+00	1.570790e+00	1.383782e-11	1.145173e+00	1.116473e-02	5.410279e-03	1.570032e+06	4.256928e+05
-3.069890e+00	1.529450e+00	nan	nan	nan	nan	nan	nan
3.017750e+00	1.511640e+00	1.813279e-02	1.174608e+00	1.250252e-03	1.596414e-02	1.512350e-03	1.701087e-03
3.093860e+00	1.477390e+00	nan	nan	nan	nan	nan	nan
-3.113190e+00	1.443890e+00	2.250553e-02	1.171306e+00	1.866082e-03	nan	nan	nan
2.975400e+00	1.406530e+00	nan	nan	nan	nan	nan	nan
3.055470e+00	1.379660e+00	2.430729e-02	1.173297e+00	2.012753e-03	7.345969e-03	2.066287e-03	1.234218e-03
3.135860e+00	1.354160e+00	2.370663e-02	1.173329e+00	2.917477e-04	4.167991e-03	1.515787e-04	1.624293e-04
-1.857590e+00	1.273340e+00	4.846043e-02	1.174313e+00	9.697321e-04	5.980831e-03	4.025227e-04	2.711850e-04
-1.942920e+00	1.255640e+00	1.504521e-01	1.173994e+00	1.322148e-03	8.803611e-03	2.385173e-04	1.669669e-04
-2.028660e+00	1.240200e+00	1.971273e-01	1.173842e+00	1.248648e-03	1.116284e-02	2.023246e-04	1.341965e-04
-1.835670e+00	1.162000e+00	2.802318e-01	1.175605e+00	2.044799e-03	1.418694e-02	4.490009e-04	2.115765e-04
-1.925960e+00	1.151990e+00	3.819070e-01	1.174593e+00	1.770679e-03	1.367754e-02	2.382657e-04	1.212154e-04
-2.016360e+00	1.145070e+00	3.905986e-01	1.174600e+00	1.967133e-03	1.412065e-02	3.131230e-04	1.498400e-04
-1.823880e+00	1.049270e+00	2.901372e-01	1.175052e+00	1.571767e-03	1.296114e-02	2.423022e-04	1.285694e-04
-1.919950e+00	1.047270e+00	3.887022e-01	1.173918e+00	1.692307e-03	1.549376e-02	2.029770e-04	1.323791e-04
-2.015420e+00	1.049250e+00	3.904642e-01	1.174226e+00	1.784384e-03	1.427175e-02	2.618575e-04	1.215977e-04
-1.823880e+00	9.360510e-01	6.920751e-02	1.174339e+00	2.067409e-03	8.089602e-03	1.294921e-03	5.467314e-04
-1.926740e+00	9.425740e-01	1.358592e-01	1.173989e+00	1.482694e-03	9.802045e-03	3.767979e-04	2.407122e-04
-2.027640e+00	9.539820e-01	1.738630e-01	1.173666e+00	1.481670e-03	9.555089e-03	2.879596e-04	1.615458e-04
-1.838630e+00	8.234020e-01	4.765890e-02	1.172020e+00	3.398192e-05	1.610574e+04	1.492340e+03	2.513947e+03
-1.949320e+00	8.391980e-01	1.176127e-01	1.171451e+00	9.850412e-04	9.335877e-03	2.107259e-04	1.877200e-04
-2.055700e+00	8.607410e-01	1.122484e-01	1.172493e+00	1.403935e-03	7.199666e-03	3.373368e-04	2.064150e-04
-2.875550e-01	1.345780e+00	2.100063e-02	1.165782e+00	6.944121e-03	3.961512e-02	4.819308e-01	7.095084e-02
-2.247770e-01	1.401850e+00	1.221757e-02	1.171824e+00	2.592108e-04	nan	nan	nan
-1.635700e-01	1.458210e+00	nan	nan	nan	nan	nan	nan
-3.597160e-01	1.434010e+00	8.713234e-03	1.173669e+00	2.782733e-04	nan	nan	nan
-2.918790e-01	1.482890e+00	9.903858e-03	1.174440e+00	4.288074e-05	2.274385e+01	2.090041e+00	4.810092e+00
-2.250400e-01	1.531880e+00	1.143080e-02	1.173901e+00	2.096330e-03	6.063285e-03	6.077674e-03	2.802178e-03
-4.212930e-01	1.529190e+00	nan	nan	nan	nan	nan	nan
-3.491400e-01	1.570780e+00	nan	nan	nan	nan	nan	nan
2.864160e+00	1.529480e+00	7.691508e-03	1.173920e+00	8.361203e-04	nan	nan	nan
2.668610e+00	1.511660e+00	nan	nan	nan	nan	nan	nan
2.744730e+00	1.477410e+00	1.764339e-02	1.172846e+00	1.001067e-03	5.747566e-03	1.198965e-03	9.457481e-04
2.820870e+00	1.443910e+00	1.332865e-01	1.175619e+00	3.500000e-02	9.187814e+00	3.482493e+01	4.961337e+00
2.626270e+00	1.406540e+00	4.545428e-02	1.173285e+00	1.760431e-03	6.322251e-03	1.035303e-03	5.268490e-04
2.706350e+00	1.379680e+00	4.637865e-02	1.173272e+00	1.251373e-03	4.587251e-03	4.346658e-04	2.523388e-04
2.786740e+00	1.354180e+00	5.097167e-02	1.174056e+00	1.430647e-03	5.575799e-03	6.291673e-04	3.488524e-04
-2.206680e+00	1.273260e+00	6.710113e-02	1.174531e+00	9.913076e-04	6.502203e-03	2.661437e-04	2.035145e-04
-2.292020e+00	1.255570e+00	9.467648e-02	1.174529e+00	2.061471e-03	8.025997e-03	9.290560e-04	3.937278e-04
-2.377750e+00	1.240140e+00	1.555003e-01	1.174181e+00	1.825097e-03	1.038643e-02	5.024159e-04	2.447634e-04
-2.184770e+00	1.161930e+00	2.890366e-01	1.175483e+00	1.734801e-03	1.301404e-02	3.030415e-04	1.555123e-04
-2.275050e+00	1.151920e+00	2.280617e-01	1.174489e+00	1.887333e-03	1.118061e-02	3.575140e-04	1.753936e-04
-2.365470e+00	1.145000e+00	2.561262e-01	1.174489e+00	1.851589e-03	1.193389e-02	3.461531e-04	1.807421e-04
-2.172980e+00	1.049200e+00	2.811644e-01	1.174569e+00	1.663988e-03	1.356117e-02	3.325009e-04	1.656190e-04
-2.269050e+00	1.047200e+00	2.056276e-01	1.174361e+00	1.604921e-03	1.021937e-02	3.168342e-04	1.630984e-04
-2.364530e+00	1.049180e+00	2.232070e-01	1.173883e+00	1.744767e-03	9.551790e-03	3.185266e-04	1.548786e-04
-2.172980e+00	9.359770e-01	9.860705e-02	1.173935e+00	1.691562e-03	8.271176e-03	6.358943e-04	3.219686e-04
-2.275850e+00	9.425040e-01	9.114144e-02	1.173099e+00	1.420038e-03	8.306757e-03	3.728392e-04	3.014984e-04
-2.376750e+00	9.539150e-01	9.996057e-02	1.173735e+00	1.668212e-03	8.650368e-03	7.275897e-04	3.370624e-04
-2.187740e+00	8.233290e-01	6.786021e-02	1.171762e+00	1.522659e-03	6.401177e-03	4.790137e-04	3.252591e-04
-2.298430e+00	8.391280e-01	9.131039e-02	1.172250e+00	2.228530e-03	7.278898e-03	1.092686e-03	4.575047e-04
-2.404820e+00	8.606760e-01	1.073722e-01	1.171699e+00	6.379327e-04	7.591250e-03	1.250704e-04	1.199704e-04
-6.366220e-01	1.345750e+00	nan	nan	nan	nan	nan	nan
-5.738470e-01	1.401830e+00	nan	nan	nan	nan	nan	nan
-5.126450e-01	1.458190e+00	2.091735e-02	1.173894e+00	1.894697e-03	6.931780e-03	4.236705e-03	1.568388e-03
-7.087890e-01	1.433970e+00	nan	nan	nan	nan	nan	nan
-6.409560e-01	1.482860e+00	2.067642e-09	1.198428e+00	3.489620e-02	1.379387e+01	1.831981e+09	2.762012e+07
-5.741200e-01	1.531850e+00	1.830109e-02	1.171339e+00	1.972765e-04	6.113493e-03	3.786634e-04	5.844513e-04
-7.703740e-01	1.529150e+00	3.857821e-01	1.142070e+00	2.658359e-02	nan	nan	nan
-6.982230e-01	1.570740e+00	7.906819e-03	1.172577e+00	8.678939e-04	3.926173e-03	1.289741e-03	1.215789e-03
2.515080e+00	1.529510e+00	1.214561e-02	1.173371e+00	2.767791e-03	5.966806e-03	1.101127e-02	3.660193e-03
2.319520e+00	1.511700e+00	2.461364e-12	1.206917e+00	3.551709e-03	nan	nan	nan
2.395640e+00	1.477450e+00	3.572001e-02	1.173970e+00	4.310917e-04	5.037709e-03	1.583458e-04	1.589458e-04
2.471770e+00	1.443950e+00	1.465203e-02	1.173428e+00	1.919038e-03	5.034682e-03	5.133028e-03	1.915844e-03
2.277180e+00	1.406590e+00	5.108747e-02	1.173652e+00	1.511899e-03	6.184610e-03	6.591935e-04	3.580892e-04
2.357250e+00	1.379720e+00	5.349455e-02	1.173352e+00	1.695405e-03	5.908409e-03	1.013019e-03	4.410595e-04
2.437640e+00	1.354220e+00	4.706547e-02	1.173684e+00	1.016466e-03	5.056912e-03	3.664246e-04	2.366721e-04
-2.555510e+00	1.273190e+00	1.193071e-01	1.175066e+00	1.697822e-03	7.263963e-03	3.505377e-04	2.234952e-04
-2.640850e+00	1.255480e+00	1.944426e-01	1.174573e+00	1.977237e-03	1.013241e-02	4.503078e-04	2.172774e-04
-2.726590e+00	1.240040e+00	2.791783e-01	1.174181e+00	1.669439e-03	1.306963e-02	2.924330e-04	1.517129e-04
-2.533580e+00	1.161850e+00	3.470786e-01	1.175805e+00	2.340631e-03	1.331878e-02	4.766332e-04	1.857630e-04
-2.623870e+00	1.151830e+00	4.175264e-01	1.174634e+00	1.982933e-03	1.431220e-02	3.248303e-04	1.452090e-04
-2.714290e+00	1.144900e+00	4.602930e-01	1.174357e+00	1.740389e-03	1.566143e-02	1.782964e-04	1.011251e-04
-2.521780e+00	1.049120e+00	2.693246e-01	1.174575e+00	1.786986e-03	1.288543e-02	3.384630e-04	1.725209e-04
-2.617860e+00	1.047120e+00	2.891031e-01	1.175030e+00	2.133203e-03	1.232239e-02	4.500510e-04	1.982910e-04
-2.713340e+00	1.049090e+00	3.155943e-01	1.174125e+00	1.949546e-03	1.271253e-02	3.446995e-04	1.577842e-04
-2.521770e+00	9.359030e-01	8.481699e-02	1.173870e+00	2.767392e-03	9.666443e-03	2.535862e-03	8.811015e-04
-2.624640e+00	9.424180e-01	1.183240e-01	1.173948e+00	1.659618e-03	7.690053e-03	4.602207e-04	2.333840e-04
-2.725550e+00	9.538200e-01	1.134355e-01	1.173446e+00	1.819641e-03	8.991616e-03	7.997906e-04	3.639013e-04
-2.536510e+00	8.232530e-01	8.637120e-02	1.172488e+00	1.443498e-03	8.208789e-03	3.818313e-04	3.034616e-04
-2.647210e+00	8.390400e-01	8.703316e-02	1.172171e+00	1.676947e-03	7.664005e-03	5.991775e-04	2.970665e-04
-2.753610e+00	8.605780e-01	7.500071e-02	1.171584e+00	1.765637e-03	6.950576e-03	5.107955e-04	3.741680e-04
-9.854690e-01	1.345860e+00	nan	nan	nan	nan	nan	nan
-9.227000e-01	1.401940e+00	1.630631e-02	1.172487e+00	1.855121e-05	2.122621e+08	1.284896e+07	9.053921e+06
-8.615020e-01	1.458310e+00	1.538713e-02	1.172796e+00	1.466777e-05	1.349768e+08	2.182926e+07	3.794974e+06
-1.057640e+00	1.434070e+00	2.589484e-12	1.196946e+00	1.112850e-04	nan	nan	nan
-9.898140e-01	1.482970e+00	1.411973e-02	1.175028e+00	7.739464e-05	1.956649e+01	1.321196e+00	8.368060e-01
-9.229820e-01	1.531960e+00	1.935262e-02	1.174408e+00	1.345008e-03	3.430287e-03	9.474420e-04	5.706685e-04
-1.119230e+00	1.529240e+00	9.893333e-03	1.172497e+00	1.130974e-04	3.423811e-03	1.655583e-04	1.290526e-04
2.094500e+00	1.570750e+00	2.726096e-02	1.173520e+00	1.131472e-03	4.473490e-03	6.679313e-04	3.955334e-04
2.166210e+00	1.529400e+00	2.367736e-02	1.173746e+00	9.872265e-04	4.123357e-03	4.545219e-04	3.377246e-04
1.970650e+00	1.511610e+00	1.940785e-02	1.172860e+00	1.875329e-06	1.657058e+08	1.975006e+07	3.984436e+06
2.046770e+00	1.477350e+00	3.106863e-02	1.172978e+00	1.128666e-03	6.494044e-03	9.287716e-04	5.765397e-04
2.122900e+00	1.443840e+00	1.938335e-02	1.173820e+00	1.994494e-04	nan	nan	nan
1.928290e+00	1.406500e+00	6.778058e-02	1.170995e+00	3.071882e-04	9.462821e-03	1.541834e-04	1.776612e-04
2.008370e+00	1.379630e+00	5.546985e-02	1.172978e+00	1.188013e-03	6.343030e-03	3.834303e-04	2.770358e-04
2.088760e+00	1.354120e+00	8.817758e-02	1.174425e+00	1.947438e-03	6.863973e-03	7.810642e-04	3.274792e-04
-2.904730e+00	1.273240e+00	8.664863e-02	1.174296e+00	1.242697e-03	8.306765e-03	4.121159e-04	2.475944e-04
-2.990070e+00	1.255540e+00	1.291774e-01	1.174637e+00	2.152345e-03	1.147834e-02	9.921488e-04	4.238608e-04
-3.075810e+00	1.240090e+00	1.295290e-01	1.174098e+00	1.154168e-03	8.911839e-03	2.572491e-04	1.505050e-04
-2.882810e+00	1.161900e+00	2.702289e-01	1.175351e+00	2.080859e-03	1.505277e-02	6.025826e-04	2.499742e-04
-2.973100e+00	1.151890e+00	1.952416e-01	1.174034e+00	1.671553e-03	1.048144e-02	3.535250e-04	1.896792e-04
-3.063510e+00	1.144960e+00	1.889342e-01	1.174207e+00	1.995102e-03	1.018666e-02	5.725512e-04	2.502459e-04
-2.871010e+00	1.049170e+00	1.966473e-01	1.174440e+00	2.016164e-03	1.273168e-02	5.241221e-04	2.623639e-04
-2.967080e+00	1.047170e+00	1.150228e-01	1.174241e+00	1.450551e-03	9.247227e-03	3.446347e-04	2.352889e-04
-3.062570e+00	1.049140e+00	1.157620e-01	1.173275e+00	1.245694e-03	8.703460e-03	2.560763e-04	1.934208e-04
-2.871000e+00	9.359540e-01	7.312715e-02	1.175017e+00	2.202422e-03	8.878373e-03	1.760737e-03	7.149861e-04
-2.973870e+00	9.424710e-01	5.651536e-02	1.174801e+00	1.244539e-03	6.761903e-03	5.613752e-04	3.701296e-04
-3.074780e+00	9.538740e-01	3.572295e-02	1.172702e+00	7.573866e-07	5.053168e+08	2.204253e+07	2.471459e+06
-2.885740e+00	8.233040e-01	5.045101e-02	1.173545e+00	1.935015e-03	6.605929e-03	1.561586e-03	7.387759e-04
-2.996440e+00	8.390930e-01	5.187439e-02	1.172842e+00	2.571878e-03	7.492086e-03	3.213411e-03	1.080538e-03
-3.102830e+00	8.606320e-01	5.615912e-02	1.172704e+00	1.631661e-03	7.712982e-03	9.148859e-04	4.849724e-04
-1.334700e+00	1.345840e+00	nan	nan	nan	nan	nan	nan
-1.271930e+00	1.401920e+00	9.767933e-01	1.208130e+00	3.152703e-02	nan	nan	nan
-1.210730e+00	1.458280e+00	1.002718e-02	1.172940e+00	1.397854e-03	5.400619e-03	2.613198e-03	1.518985e-03
-1.406870e+00	1.434060e+00	5.140302e-03	1.172576e+00	9.628816e-06	8.008419e+07	4.693309e+07	8.143438e+06
-1.339040e+00	1.482950e+00	1.539276e-02	1.173428e+00	1.836870e-05	7.439433e+07	7.717470e+06	1.165184e+07
-1.272200e+00	1.531940e+00	2.096613e-02	1.172387e+00	1.564043e-03	5.469690e-03	1.770836e-03	1.039573e-03
-1.468460e+00	1.529230e+00	2.058284e-02	1.191876e+00	3.385050e-04	4.155943e-02	9.180740e-03	6.679482e-03
1.745290e+00	1.570760e+00	2.115689e-02	1.168956e+00	5.033421e-04	1.078565e-02	1.037471e-03	8.669750e-04
1.816990e+00	1.529420e+00	1.833757e-02	1.173345e+00	4.160473e-04	3.476050e-03	2.280568e-04	1.896273e-04
1.621440e+00	1.511620e+00	2.975379e-02	1.180614e+00	3.870629e-05	1.161607e+01	1.941978e+00	1.389324e+00
1.697550e+00	1.477370e+00	2.867302e-02	1.173509e+00	3.753219e-05	1.518368e+02	8.840966e+00	6.806396e+00
1.773680e+00	1.443860e+00	2.198808e-02	1.172862e+00	1.074827e-03	4.015689e-03	6.490500e-04	4.743913e-04
1.579080e+00	1.406510e+00	2.001886e-02	1.175710e+00	3.762290e-04	4.697543e-03	2.663218e-04	2.450992e-04
1.659160e+00	1.379640e+00	2.454149e-02	1.173239e+00	2.338160e-03	6.576093e-03	4.351835e-03	1.624995e-03
1.739550e+00	1.354130e+00	4.865470e-02	1.174506e+00	2.157167e-03	6.898522e-03	1.953788e-03	8.295541e-04
3.029460e+00	1.273290e+00	9.788356e-02	1.174170e+00	1.569358e-03	7.913497e-03	5.175002e-04	2.484673e-04
2.944120e+00	1.255600e+00	1.573968e-01	1.174567e+00	1.651179e-03	1.106483e-02	4.576791e-04	2.498852e-04
2.858390e+00	1.240160e+00	3.095278e-01	1.174297e+00	1.742698e-03	1.436151e-02	2.919059e-04	1.460067e-04
3.051380e+00	1.161960e+00	1.046758e-01	1.175153e+00	1.515614e-03	1.036356e-02	6.304289e-04	3.741776e-04
2.961100e+00	1.151950e+00	1.836993e-01	1.173815e+00	8.859010e-04	1.071187e-02	1.422154e-04	1.202750e-04
2.870690e+00	1.145020e+00	2.069332e-01	1.174107e+00	1.589099e-03	1.191950e-02	3.524941e-04	1.953766e-04
3.063180e+00	1.049230e+00	5.960668e-02	1.172896e+00	2.707405e-04	7.442511e-03	1.225257e-04	1.392373e-04
2.967110e+00	1.047230e+00	3.924834e-02	1.175548e+00	3.815388e-04	5.699033e-03	1.724327e-04	1.342846e-04
2.871630e+00	1.049200e+00	8.695435e-02	1.173308e+00	1.403671e-03	7.381329e-03	4.581020e-04	2.658769e-04
3.063180e+00	9.360100e-01	5.591061e-11	1.209331e+00	2.181495e-02	3.443869e-01	4.041308e+07	3.156062e+07
2.960320e+00	9.425300e-01	2.487560e-02	1.173852e+00	6.369190e-07	1.346158e+08	8.555664e+06	2.151833e+06
2.859410e+00	9.539350e-01	6.925473e-02	1.173769e+00	9.396832e-04	6.934792e-03	3.177762e-04	2.072469e-04
3.048430e+00	8.233610e-01	6.033604e-02	1.171249e+00	3.140003e-04	7.921534e-03	1.445078e-04	1.553393e-04
2.937740e+00	8.391530e-01	4.842948e-11	1.199810e+00	3.909201e-03	2.903207e-02	1.515399e+07	4.337228e+06
2.831360e+00	8.606940e-01	8.109408e-02	1.171805e+00	1.853275e-03	7.785751e-03	7.337015e-04	4.196292e-04
-1.683690e+00	1.345810e+00	4.006323e-02	1.169847e+00	4.589708e-03	2.373359e-02	3.931436e-02	9.239281e-03
-1.620920e+00	1.401880e+00	1.795338e-02	1.173702e+00	2.950790e-03	1.327391e-02	1.649507e-02	4.699164e-03
-1.559710e+00	1.458250e+00	2.024199e-02	1.171854e+00	2.045107e-03	7.378535e-03	1.809805e-03	1.716677e-03
-1.755860e+00	1.434030e+00	1.706248e-02	1.174486e+00	1.044742e-03	5.565591e-03	9.072417e-04	7.533130e-04
-1.688020e+00	1.482920e+00	1.145953e-02	1.157134e+00	2.979670e-04	5.797074e+02	2.497727e+02	5.401382e+01
-1.621180e+00	1.531910e+00	1.350636e-02	1.174323e+00	1.045000e-04	2.794728e-03	9.830409e-05	7.657915e-05
-1.817440e+00	1.529210e+00	9.845014e-12	1.202737e+00	2.719421e-02	nan	nan	nan
1.396310e+00	1.570790e+00	1.006830e-02	1.173973e+00	4.107663e-05	2.055939e+02	2.238301e+01	4.266321e+01
1.468010e+00	1.529450e+00	2.311541e-02	1.172533e+00	6.543763e-04	6.364772e-03	4.428020e-04	4.771157e-04
1.272460e+00	1.511640e+00	nan	nan	nan	nan	nan	nan
1.348580e+00	1.477390e+00	1.329366e-02	1.170266e+00	4.696285e-07	3.905494e+08	7.839842e+07	2.574934e+06
1.424710e+00	1.443890e+00	nan	nan	nan	nan	nan	nan
1.230120e+00	1.406520e+00	2.640818e-02	1.173728e+00	3.925208e-04	4.845261e-03	1.905919e-04	2.084418e-04
1.310190e+00	1.379660e+00	4.771898e-02	1.173365e+00	2.139880e-03	7.964331e-03	2.217664e-03	9.444465e-04
1.390580e+00	1.354160e+00	4.606517e-02	1.173612e+00	3.146702e-03	9.170191e-03	5.628987e-03	1.784218e-03
2.680240e+00	1.273150e+00	3.025733e-01	1.174378e+00	1.920299e-03	1.300751e-02	2.350947e-04	1.606154e-04
2.594900e+00	1.255460e+00	3.391427e-01	1.174374e+00	1.734850e-03	1.411009e-02	2.174548e-04	1.422062e-04
2.509160e+00	1.240020e+00	2.924177e-01	1.174337e+00	1.358485e-03	1.451096e-02	1.992567e-04	1.304525e-04
2.702160e+00	1.161810e+00	3.437879e-01	1.174636e+00	1.794608e-03	1.423709e-02	2.124184e-04	1.483682e-04
2.611870e+00	1.151800e+00	3.768157e-01	1.174085e+00	1.779229e-03	1.375655e-02	1.966117e-04	1.219279e-04
2.521450e+00	1.144880e+00	2.580004e-01	1.174412e+00	1.849364e-03	9.603949e-03	2.981280e-04	1.420117e-04
2.713950e+00	1.049090e+00	1.247034e-01	1.174001e+00	7.673936e-04	9.178612e-03	1.552582e-04	1.258065e-04
2.617880e+00	1.047090e+00	1.549233e-01	1.174732e+00	1.630119e-03	8.717103e-03	3.726290e-04	1.982036e-04
2.522390e+00	1.049060e+00	9.805866e-02	1.173688e+00	1.412853e-03	7.634708e-03	4.944899e-04	2.546599e-04
2.713960e+00	9.358670e-01	6.690400e-02	1.173606e+00	2.102012e-03	7.217384e-03	1.216008e-03	5.408314e-04
2.611090e+00	9.423890e-01	7.342916e-02	1.173172e+00	1.541479e-03	7.361965e-03	4.831537e-04	3.395569e-04
2.510170e+00	9.537970e-01	6.944843e-02	1.172143e+00	1.561442e-03	8.242356e-03	7.417313e-04	3.711366e-04
2.699210e+00	8.232180e-01	1.208451e-01	1.172060e+00	1.451014e-03	9.364952e-03	3.289313e-04	2.476332e-04
2.588500e+00	8.390120e-01	2.123557e-01	1.171687e+00	1.713245e-03	1.029572e-02	2.885164e-04	1.653763e-04
2.482100e+00	8.605570e-01	1.963493e-01	1.171357e+00	1.539065e-03	9.328920e-03	2.363574e-04	1.443653e-04
-2.032880e+00	1.345800e+00	2.357129e-02	1.174293e+00	1.419560e-04	5.908210e-03	1.154155e-04	1.200610e-04
-1.970110e+00	1.401880e+00	1.488363e-02	1.172241e+00	7.521407e-04	4.472449e-03	7.264416e-04	6.289369e-04
-1.908920e+00	1.458250e+00	4.416804e-03	1.201921e+00	2.582835e-04	1.808847e+05	3.889228e+04	7.880989e+03
