# alpha	beta	int	d	sig	s_int	s_d	s_sig
-3.058830e+00	1.570780e+00	5.897383e-02	9.090559e-01	2.421995e-03	8.045952e-03	1.258344e-03	6.941829e-04
3.063790e+00	1.457700e+00	5.500789e-02	9.116448e-01	3.029945e-03	1.604074e-02	9.110616e-03	2.839896e-03
-3.136060e+00	1.466070e+00	1.562439e-01	8.923474e-01	5.215378e-03	7.999815e-02	7.018772e-03	3.750187e-03
-3.053390e+00	1.475110e+00	2.964346e-02	9.099822e-01	1.911931e-03	7.034232e-03	2.848423e-03	1.181122e-03
3.080430e+00	1.345670e+00	4.659413e-10	9.125711e-01	1.931073e-02	4.892971e-02	1.919218e+07	1.184825e+06
-3.119260e+00	1.362540e+00	2.622685e-02	9.099471e-01	2.418419e-03	1.058354e-02	9.581692e-03	3.663554e-03
-3.036890e+00	1.380690e+00	2.422989e-02	9.092438e-01	6.260645e-04	4.386069e-03	3.052934e-04	2.840676e-04
-1.508440e+00	1.273260e+00	1.596013e-01	9.091291e-01	1.361542e-03	1.500447e-02	5.144856e-04	2.878169e-04
-1.593780e+00	1.255560e+00	1.300469e-01	9.086027e-01	1.425924e-04	1.386312e-02	7.751866e-05	9.124826e-05
-1.679510e+00	1.240120e+00	7.239407e-02	9.101046e-01	5.775616e-04	9.727782e-03	2.131824e-04	1.768980e-04
-1.486520e+00	1.161920e+00	1.148588e-01	9.085722e-01	3.540518e-04	1.594851e-02	1.705167e-04	1.445770e-04
-1.576800e+00	1.151910e+00	9.802518e-02	9.104388e-01	1.412510e-03	1.163039e-02	4.892243e-04	3.537933e-04
-1.667220e+00	1.144980e+00	6.749220e-02	9.090272e-01	1.092786e-03	7.978667e-03	4.429271e-04	2.797905e-04
-1.474720e+00	1.049190e+00	3.168284e-02	8.774698e-01	8.669887e-04	2.934275e-02	4.005643e-03	1.554943e-03
-1.570790e+00	1.047190e+00	2.593485e-02	9.082217e-01	6.174194e-04	5.982631e-03	3.925115e-04	3.515790e-04
-1.666270e+00	1.049170e+00	1.770575e-02	9.079517e-01	5.494071e-06	2.077472e+08	2.038654e+07	6.688938e+06
-1.474710e+00	9.359740e-01	nan	nan	nan	nan	nan	nan
-1.577580e+00	9.424940e-01	nan	nan	nan	nan	nan	nan
-1.678490e+00	9.538990e-01	nan	nan	nan	nan	nan	nan
-1.489460e+00	8.233250e-01	nan	nan	nan	nan	nan	nan
-1.600160e+00	8.391170e-01	8.038543e-02	9.195872e-01	7.912994e-03	1.042235e-01	2.133451e-02	7.035327e-03
-1.706550e+00	8.606580e-01	8.466879e-03	9.070117e-01	2.225096e-06	2.447841e+08	3.950741e+07	7.436444e+06
6.160300e-02	1.345810e+00	nan	nan	nan	nan	nan	nan
1.243770e-01	1.401890e+00	nan	nan	nan	nan	nan	nan
1.855780e-01	1.458250e+00	nan	nan	nan	nan	nan	nan
-1.056420e-02	1.434030e+00	4.114746e-02	9.133458e-01	3.932543e-03	2.306805e-02	2.585726e-02	5.880520e-03
5.726780e-02	1.482920e+00	4.898128e-03	8.927732e-01	3.418487e-04	nan	nan	nan
1.241030e-01	1.531910e+00	3.617689e-02	9.085119e-01	1.202944e-03	6.289886e-03	5.532373e-04	5.024852e-04
-7.214980e-02	1.529210e+00	6.298467e-02	9.097020e-01	3.798282e-03	4.413148e-02	5.717059e-03	3.795312e-03
-3.141590e+00	1.570790e+00	7.531753e-13	9.105993e-01	4.719829e-03	nan	nan	nan
-3.069890e+00	1.529450e+00	5.632865e-02	9.091814e-01	9.175255e-04	1.403160e-02	4.092477e-04	5.029125e-04
3.017750e+00	1.511640e+00	4.230631e-02	9.114723e-01	2.075211e-04	9.884147e-03	1.511980e-04	1.750169e-04
3.093860e+00	1.477390e+00	2.509711e-02	9.120111e-01	1.062141e-03	8.767558e-03	1.312708e-03	9.126116e-04
-3.113190e+00	1.443890e+00	nan	nan	nan	nan	nan	nan
2.975400e+00	1.406530e+00	5.424661e-02	9.084160e-01	2.474397e-03	2.804186e-02	2.793206e-03	2.498761e-03
3.055470e+00	1.379660e+00	nan	nan	nan	nan	nan	nan
3.135860e+00	1.354160e+00	1.242545e-02	9.125470e-01	1.234869e-04	5.893237e-03	1.606222e-04	1.697434e-04
-1.857590e+00	1.273340e+00	6.151631e-02	9.078389e-01	1.872469e-03	1.107437e-02	1.324131e-03	6.625136e-04
-1.942920e+00	1.255640e+00	nan	nan	nan	nan	nan	nan
-2.028660e+00	1.240200e+00	nan	nan	nan	nan	nan	nan
-1.835670e+00	1.162000e+00	2.409485e-02	9.114679e-01	8.885292e-04	2.401690e-02	1.289136e-03	1.319396e-03
-1.925960e+00	1.151990e+00	6.708594e-02	9.106915e-01	1.127418e-02	6.518989e-02	7.196198e-01	6.227223e-02
-2.016360e+00	1.145070e+00	nan	nan	nan	nan	nan	nan
-1.823880e+00	1.049270e+00	nan	nan	nan	nan	nan	nan
-1.919950e+00	1.047270e+00	nan	nan	nan	nan	nan	nan
-2.015420e+00	1.049250e+00	1.405890e-02	9.325322e-01	7.798920e-03	4.617902e-02	7.371480e-01	9.387471e-02
-1.823880e+00	9.360510e-01	nan	nan	nan	nan	nan	nan
-1.926740e+00	9.425740e-01	nan	nan	nan	nan	nan	nan
-2.027640e+00	9.539820e-01	1.427296e-02	9.091572e-01	1.574428e-04	4.408260e-03	1.255542e-04	1.448327e-04
-1.838630e+00	8.234020e-01	1.444090e-02	9.134808e-01	3.733597e-05	2.553511e+00	7.493315e-01	1.789361e+01
-1.949320e+00	8.391980e-01	9.155919e+00	9.300746e-01	2.016718e-04	2.119935e+03	2.122532e-01	6.809823e-02
-2.055700e+00	8.607410e-01	2.971054e-09	8.768024e-01	3.379002e-02	2.791332e+00	1.123921e+07	1.323942e+06
-2.875550e-01	1.345780e+00	nan	nan	nan	nan	nan	nan
-2.247770e-01	1.401850e+00	3.888487e-02	9.082685e-01	3.551316e-05	1.739608e+02	1.163169e+01	2.727570e+01
-1.635700e-01	1.458210e+00	1.433991e-02	9.073086e-01	2.654153e-03	8.505315e-03	1.257850e-02	4.673608e-03
-3.597160e-01	1.434010e+00	2.228239e-02	9.076428e-01	9.387491e-06	6.709727e+07	8.896403e+06	9.093850e+06
-2.918790e-01	1.482890e+00	4.521524e-02	9.074895e-01	1.173177e-03	1.086084e-02	7.055440e-04	5.724408e-04
-2.250400e-01	1.531880e+00	8.257075e-02	9.093432e-01	3.108483e-03	1.069368e-02	3.869843e-03	1.346987e-03
-4.212930e-01	1.529190e+00	4.421754e-02	9.097074e-01	1.414067e-03	8.486304e-03	1.166645e-03	6.871361e-04
-3.491400e-01	1.570780e+00	3.795568e-02	9.088063e-01	1.841845e-04	7.705926e-03	1.320580e-04	1.737894e-04
2.864160e+00	1.529480e+00	6.125850e-02	9.093190e-01	7.466374e-04	8.258599e-03	2.731990e-04	2.385419e-04
2.668610e+00	1.511660e+00	3.763149e-02	9.006718e-01	5.686758e-03	5.641110e-02	9.357503e-02	2.101259e-02
2.744730e+00	1.477410e+00	1.859144e+00	8.770080e-01	2.811512e-02	2.646520e+01	2.108202e+01	1.175762e-01
2.820870e+00	1.443910e+00	1.871836e-13	8.759543e-01	4.046755e-04	nan	nan	nan
2.626270e+00	1.406540e+00	4.352074e-14	9.369380e-01	3.278260e-02	nan	nan	nan
2.706350e+00	1.379680e+00	nan	nan	nan	nan	nan	nan
2.786740e+00	1.354180e+00	1.508705e-02	9.095450e-01	1.139357e-03	nan	nan	nan
-2.206680e+00	1.273260e+00	nan	nan	nan	nan	nan	nan
-2.292020e+00	1.255570e+00	nan	nan	nan	nan	nan	nan
-2.377750e+00	1.240140e+00	nan	nan	nan	nan	nan	nan
-2.184770e+00	1.161930e+00	4.423356e-02	8.812025e-01	1.872610e-04	1.110270e+09	7.630925e+07	4.466148e+07
-2.275050e+00	1.151920e+00	4.550115e-01	8.799588e-01	2.704030e-02	9.026451e+00	2.222133e+01	7.564990e-01
-2.365470e+00	1.145000e+00	1.184609e-02	9.087039e-01	3.002397e-05	1.617737e+02	2.285925e+01	3.970670e+01
-2.172980e+00	1.049200e+00	5.943027e-01	9.378998e-01	3.500000e-02	nan	nan	nan
-2.269050e+00	1.047200e+00	2.070501e-02	9.202577e-01	6.591860e-03	2.062601e-02	1.624594e-01	2.335264e-02
-2.364530e+00	1.049180e+00	7.865731e-01	8.764550e-01	3.500000e-02	nan	nan	nan
-2.172980e+00	9.359770e-01	nan	nan	nan	nan	nan	nan
-2.275850e+00	9.425040e-01	nan	nan	nan	nan	nan	nan
-2.376750e+00	9.539150e-01	nan	nan	nan	nan	nan	nan
-2.187740e+00	8.233290e-01	nan	nan	nan	nan	nan	nan
-2.298430e+00	8.391280e-01	nan	nan	nan	nan	nan	nan
-2.404820e+00	8.606760e-01	nan	nan	nan	nan	nan	nan
-6.366220e-01	1.345750e+00	nan	nan	nan	nan	nan	nan
-5.738470e-01	1.401830e+00	nan	nan	nan	nan	nan	nan
-5.126450e-01	1.458190e+00	2.794259e-02	8.997399e-01	7.274974e-03	2.976924e-02	3.033343e-01	4.834417e-02
-7.087890e-01	1.433970e+00	nan	nan	nan	nan	nan	nan
-6.409560e-01	1.482860e+00	nan	nan	nan	nan	nan	nan
-5.741200e-01	1.531850e+00	3.671694e-01	9.008865e-01	3.500000e-02	nan	nan	nan
-7.703740e-01	1.529150e+00	nan	nan	nan	nan	nan	nan
-6.982230e-01	1.570740e+00	1.245742e-02	9.095010e-01	4.224004e-04	5.162328e-03	4.644456e-04	6.494932e-04
2.515080e+00	1.529510e+00	1.785078e-02	9.090184e-01	9.131411e-04	4.505301e-03	6.771394e-04	4.876686e-04
2.319520e+00	1.511700e+00	nan	nan	nan	nan	nan	nan
2.395640e+00	1.477450e+00	nan	nan	nan	nan	nan	nan
2.471770e+00	1.443950e+00	2.321538e-01	9.062648e-01	3.500000e-02	2.834019e+00	3.217816e+02	2.476150e+01
2.277180e+00	1.406590e+00	nan	nan	nan	nan	nan	nan
2.357250e+00	1.379720e+00	nan	nan	nan	nan	nan	nan
2.437640e+00	1.354220e+00	nan	nan	nan	nan	nan	nan
-2.555510e+00	1.273190e+00	7.175414e-03	9.094847e-01	3.404734e-05	7.181870e+00	9.620124e-01	1.146587e+00
-2.640850e+00	1.255480e+00	4.649553e-02	8.998859e-01	7.487360e-03	3.344229e-02	1.479652e-01	2.049576e-02
-2.726590e+00	1.240040e+00	2.699867e-02	9.084432e-01	4.975451e-04	9.830324e-03	4.967077e-04	5.839550e-04
-2.533580e+00	1.161850e+00	3.525316e-02	9.110506e-01	1.908533e-03	nan	nan	nan
-2.623870e+00	1.151830e+00	nan	nan	nan	nan	nan	nan
-2.714290e+00	1.144900e+00	1.445751e-02	9.094927e-01	9.917009e-04	5.275569e-03	1.430278e-03	8.731992e-04
-2.521780e+00	1.049120e+00	nan	nan	nan	nan	nan	nan
-2.617860e+00	1.047120e+00	nan	nan	nan	nan	nan	nan
-2.713340e+00	1.049090e+00	nan	nan	nan	nan	nan	nan
-2.521770e+00	9.359030e-01	nan	nan	nan	nan	nan	nan
-2.624640e+00	9.424180e-01	2.923354e-02	9.401474e-01	1.688528e-03	1.495089e-02	1.178823e-02	1.412400e-02
-2.725550e+00	9.538200e-01	nan	nan	nan	nan	nan	nan
-2.536510e+00	8.232530e-01	nan	nan	nan	nan	nan	nan
-2.647210e+00	8.390400e-01	nan	nan	nan	nan	nan	nan
-2.753610e+00	8.605780e-01	nan	nan	nan	nan	nan	nan
-9.854690e-01	1.345860e+00	nan	nan	nan	nan	nan	nan
-9.227000e-01	1.401940e+00	7.558176e-12	8.941858e-01	1.585891e-02	nan	nan	nan
-8.615020e-01	1.458310e+00	3.232780e-01	8.750060e-01	2.895286e-02	6.151390e+00	8.599277e+00	1.872675e-01
-1.057640e+00	1.434070e+00	2.200304e-02	9.078418e-01	1.936264e-04	5.495288e-03	1.514804e-04	1.604618e-04
-9.898140e-01	1.482970e+00	2.795499e-02	9.072464e-01	2.466059e-05	6.049219e+07	7.284074e+06	1.929030e+07
-9.229820e-01	1.531960e+00	nan	nan	nan	nan	nan	nan
-1.119230e+00	1.529240e+00	4.661546e-02	9.027537e-01	4.558817e-08	1.201161e+09	1.288509e+08	8.438874e+05
2.094500e+00	1.570750e+00	3.424511e-02	9.100014e-01	5.373105e-04	5.596196e-03	2.437749e-04	1.999686e-04
2.166210e+00	1.529400e+00	2.436086e-02	9.103824e-01	1.068220e-03	4.999173e-03	7.744119e-04	4.686251e-04
1.970650e+00	1.511610e+00	5.201421e-02	9.097561e-01	1.265945e-03	9.011394e-03	8.997996e-04	5.693642e-04
2.046770e+00	1.477350e+00	2.734393e-10	9.301498e-01	1.270927e-02	8.075011e-01	1.107964e+08	2.088157e+07
2.122900e+00	1.443840e+00	9.534026e-03	9.101342e-01	1.027859e-04	3.141329e-03	1.267652e-04	1.189635e-04
1.928290e+00	1.406500e+00	2.478652e-09	9.190854e-01	4.219104e-03	2.674169e-02	5.587562e+05	1.200326e+05
2.008370e+00	1.379630e+00	9.343439e-03	9.114412e-01	1.298886e-04	4.737860e-03	1.695568e-04	1.903024e-04
2.088760e+00	1.354120e+00	3.502674e-02	9.121361e-01	7.637576e-03	2.092795e-02	1.714718e-01	2.146242e-02
-2.904730e+00	1.273240e+00	5.722390e-02	9.089017e-01	1.212548e-03	1.322898e-02	7.112650e-04	5.933138e-04
-2.990070e+00	1.255540e+00	7.338239e-02	9.109831e-01	1.995964e-03	1.257144e-02	1.887745e-03	7.583027e-04
-3.075810e+00	1.240090e+00	5.096925e-02	9.068971e-01	2.549303e-05	6.512643e+02	6.411269e+01	4.409909e+01
-2.882810e+00	1.161900e+00	3.042011e-14	9.270360e-01	1.014493e-02	nan	nan	nan
-2.973100e+00	1.151890e+00	1.275977e-10	9.183297e-01	5.035360e-03	3.192906e-02	5.107422e+06	1.942765e+06
-3.063510e+00	1.144960e+00	3.152653e-02	9.101005e-01	1.672161e-05	3.887363e+02	4.125881e+01	7.298368e+00
-2.871010e+00	1.049170e+00	8.710780e-02	9.077319e-01	3.763293e-03	2.683135e-02	4.016023e-03	2.705969e-03
-2.967080e+00	1.047170e+00	4.992219e-01	9.359493e-01	3.500000e-02	5.304886e+01	6.879261e+00	2.155699e+02
-3.062570e+00	1.049140e+00	nan	nan	nan	nan	nan	nan
-2.871000e+00	9.359540e-01	3.884615e-02	9.065874e-01	2.602257e-03	1.355983e-02	5.923295e-03	2.401832e-03
-2.973870e+00	9.424710e-01	nan	nan	nan	nan	nan	nan
-3.074780e+00	9.538740e-01	1.312706e-02	9.069252e-01	2.438280e-03	nan	nan	nan
-2.885740e+00	8.233040e-01	nan	nan	nan	nan	nan	nan
-2.996440e+00	8.390930e-01	nan	nan	nan	nan	nan	nan
-3.102830e+00	8.606320e-01	2.023380e-02	8.762032e-01	1.087880e-04	1.810236e-02	3.212268e-04	2.953589e-04
-1.334700e+00	1.345840e+00	nan	nan	nan	nan	nan	nan
-1.271930e+00	1.401920e+00	1.044029e-02	9.054956e-01	3.698374e-05	1.845579e+08	8.829605e+07	1.261461e+07
-1.210730e+00	1.458280e+00	4.202448e-02	9.097481e-01	7.705647e-04	5.705017e-03	3.305968e-04	2.572434e-04
-1.406870e+00	1.434060e+00	4.166645e-02	9.100559e-01	4.309506e-03	2.346038e-02	3.775805e-02	8.885546e-03
-1.339040e+00	1.482950e+00	3.219162e-02	9.085637e-01	2.392538e-05	1.639126e+05	6.835479e+03	1.007194e+04
-1.272200e+00	1.531940e+00	5.266960e-02	9.098900e-01	9.955284e-04	6.753610e-03	4.163614e-04	3.032229e-04
-1.468460e+00	1.529230e+00	2.037050e-02	9.085785e-01	8.780688e-05	1.102022e-01	5.121894e-03	4.726190e-03
1.745290e+00	1.570760e+00	6.910088e-02	9.097367e-01	1.166868e-03	8.930027e-03	4.973167e-04	3.173715e-04
1.816990e+00	1.529420e+00	5.296329e-02	9.090939e-01	1.589150e-04	6.188768e-03	7.697904e-05	8.124909e-05
1.621440e+00	1.511620e+00	7.072804e-01	9.438934e-01	3.500000e-02	4.546384e+01	1.255054e+01	4.029522e+01
1.697550e+00	1.477370e+00	6.078861e-02	9.106129e-01	4.218890e-03	3.181506e-02	3.039048e-02	7.280659e-03
1.773680e+00	1.443860e+00	7.362608e-03	9.094154e-01	7.196356e-05	2.953209e-03	1.609173e-04	1.821163e-04
1.579080e+00	1.406510e+00	3.936632e-02	9.081992e-01	8.653829e-04	1.709558e-02	7.583968e-04	1.083197e-03
1.659160e+00	1.379640e+00	3.895913e-02	9.084016e-01	1.324878e-03	7.396253e-03	9.420912e-04	6.094039e-04
1.739550e+00	1.354130e+00	3.685314e-02	9.092776e-01	1.132464e-03	6.234203e-03	6.271928e-04	4.799340e-04
3.029460e+00	1.273290e+00	6.257402e-02	9.102175e-01	1.169874e-03	9.679670e-03	6.115522e-04	3.963388e-04
2.944120e+00	1.255600e+00	4.446834e-02	9.092784e-01	3.040686e-03	1.426770e-02	9.159230e-03	3.080087e-03
2.858390e+00	1.240160e+00	8.656954e-01	8.829475e-01	3.500000e-02	5.362879e+01	1.157356e+02	3.960706e+00
3.051380e+00	1.161960e+00	2.897193e-02	9.055251e-01	2.541424e-05	1.285564e+06	1.144596e+05	2.092852e+05
2.961100e+00	1.151950e+00	1.630906e-02	9.098989e-01	2.088447e-04	4.435072e-03	1.747951e-04	2.023484e-04
2.870690e+00	1.145020e+00	1.480412e-02	9.078241e-01	1.257394e-04	4.449486e-03	1.318516e-04	1.715724e-04
3.063180e+00	1.049230e+00	nan	nan	nan	nan	nan	nan
2.967110e+00	1.047230e+00	nan	nan	nan	nan	nan	nan
2.871630e+00	1.049200e+00	nan	nan	nan	nan	nan	nan
3.063180e+00	9.360100e-01	3.873082e-03	9.163062e-01	7.474852e-06	2.321214e+08	5.980832e+07	2.208551e+07
2.960320e+00	9.425300e-01	nan	nan	nan	nan	nan	nan
2.859410e+00	9.539350e-01	nan	nan	nan	nan	nan	nan
3.048430e+00	8.233610e-01	nan	nan	nan	nan	nan	nan
2.937740e+00	8.391530e-01	2.416090e+00	8.770320e-01	2.863524e-02	nan	nan	nan
2.831360e+00	8.606940e-01	nan	nan	nan	nan	nan	nan
-1.683690e+00	1.345810e+00	nan	nan	nan	nan	nan	nan
-1.620920e+00	1.401880e+00	1.493344e-02	9.099804e-01	6.664476e-04	8.775142e-03	8.863794e-04	7.504556e-04
-1.559710e+00	1.458250e+00	1.890918e-02	9.096854e-01	1.561199e-04	4.483848e-03	1.366910e-04	1.559490e-04
-1.755860e+00	1.434030e+00	4.321829e-02	9.102811e-01	2.478674e-03	1.717615e-02	6.935142e-03	2.189201e-03
-1.688020e+00	1.482920e+00	4.006388e-02	9.071333e-01	8.292248e-04	6.576606e-03	3.612116e-04	3.496879e-04
-1.621180e+00	1.531910e+00	2.611051e-02	9.091025e-01	5.507316e-04	5.111190e-03	4.124130e-04	2.705296e-04
-1.817440e+00	1.529210e+00	6.337469e-02	9.087686e-01	1.773638e-03	1.167512e-02	1.840962e-03	9.778700e-04
1.396310e+00	1.570790e+00	5.670051e-02	9.083327e-01	6.243252e-04	1.265528e-02	3.176494e-04	3.778799e-04
1.468010e+00	1.529450e+00	3.760923e-02	9.092260e-01	7.409705e-04	5.282554e-03	2.941347e-04	2.340911e-04
1.272460e+00	1.511640e+00	3.145706e-02	9.114605e-01	4.128544e-04	nan	nan	nan
1.348580e+00	1.477390e+00	2.975025e-02	9.097016e-01	3.413193e-04	1.609996e-02	4.122434e-04	5.383021e-04
1.424710e+00	1.443890e+00	2.818575e-02	9.088182e-01	1.928207e-05	1.139870e+08	9.754347e+06	1.597098e+07
1.230120e+00	1.406520e+00	nan	nan	nan	nan	nan	nan
1.310190e+00	1.379660e+00	1.512575e-02	9.424406e-01	6.337383e-04	nan	nan	nan
1.390580e+00	1.354160e+00	4.407900e-02	9.083200e-01	2.583592e-05	1.841178e+05	8.921606e+03	1.384782e+04
2.680240e+00	1.273150e+00	4.934855e-03	9.308478e-01	3.633307e-05	4.725070e+00	1.112899e+00	4.243221e+00
2.594900e+00	1.255460e+00	nan	nan	nan	nan	nan	nan
2.509160e+00	1.240020e+00	nan	nan	nan	nan	nan	nan
2.702160e+00	1.161810e+00	2.795792e-06	9.432936e-01	3.338012e-02	1.725323e+01	3.431983e+05	7.707819e+04
2.611870e+00	1.151800e+00	nan	nan	nan	nan	nan	nan
2.521450e+00	1.144880e+00	nan	nan	nan	nan	nan	nan
2.713950e+00	1.049090e+00	nan	nan	nan	nan	nan	nan
2.617880e+00	1.047090e+00	nan	nan	nan	nan	nan	nan
2.522390e+00	1.049060e+00	6.631172e-01	9.403369e-01	3.500000e-02	nan	nan	nan
2.713960e+00	9.358670e-01	nan	nan	nan	nan	nan	nan
2.611090e+00	9.423890e-01	2.482989e-02	9.034307e-01	4.927973e-04	1.019991e+02	5.377832e+01	1.764393e+02
2.510170e+00	9.537970e-01	nan	nan	nan	nan	nan	nan
2.699210e+00	8.232180e-01	nan	nan	nan	nan	nan	nan
2.588500e+00	8.390120e-01	nan	nan	nan	nan	nan	nan
2.482100e+00	8.605570e-01	4.966595e-02	9.023439e-01	1.176495e-02	6.596190e-02	8.993999e-01	8.080468e-02
-2.032880e+00	1.345800e+00	nan	nan	nan	nan	nan	nan
-1.970110e+00	1.401880e+00	8.441976e-08	9.153548e-01	4.055719e-04	1.124781e+04	1.144819e+08	1.102370e+08
-1.908920e+00	1.458250e+00	4.127697e-02	9.103685e-01	1.455193e-03	1.011311e-02	1.683524e-03	7.777586e-04
-2.105060e+00	1.434010e+00	nan	nan	nan	nan	nan	nan
-2.037230e+00	1.482910e+00	4.724209e-02	9.086659e-01	3.436090e-03	3.307358e-02	4.777437e-03	3.699609e-03
-1.970400e+00	1.531900e+00	4.086616e-02	9.092239e-01	1.826075e-03	6.763595e-03	1.621714e-03	7.833249e-04
-2.166650e+00	1.529180e+00	1.689191e-02	9.105543e-01	1.549365e-03	9.538327e-03	3.596044e-03	1.803675e-03
-2.094510e+00	1.570790e+00	2.756332e-02	9.096116e-01	1.187983e-03	7.451578e-03	8.859365e-04	8.443439e-04
1.118790e+00	1.529460e+00	2.595367e-02	9.098832e-01	8.954633e-04	4.780138e-03	5.183202e-04	4.044057e-04
9.232340e-01	1.511680e+00	2.350828e-02	9.348384e-01	1.008971e-08	1.524176e+09	6.480353e+07	9.761961e+06
9.993480e-01	1.477420e+00	nan	nan	nan	nan	nan	nan
1.075480e+00	1.443900e+00	1.512517e-02	9.075860e-01	2.589233e-04	6.078095e-03	5.581128e-04	4.780246e-04
8.808730e-01	1.406570e+00	nan	nan	nan	nan	nan	nan
9.609440e-01	1.379690e+00	nan	nan	nan	nan	nan	nan
1.041330e+00	1.354180e+00	1.658417e-02	9.052999e-01	1.273583e-04	1.634319e+01	4.902708e+00	1.115817e+00
2.331380e+00	1.273280e+00	5.372630e-03	8.882797e-01	1.573476e-05	2.016122e+05	3.764586e+04	6.771130e+03
2.246040e+00	1.255580e+00	nan	nan	nan	nan	nan	nan
2.160310e+00	1.240130e+00	3.188792e-01	8.858181e-01	3.500000e-02	8.132420e+00	2.338194e+00	6.939938e+01
2.353310e+00	1.161940e+00	1.403501e-02	9.120757e-01	2.220817e-03	2.016573e-02	1.884209e-02	6.895089e-03
2.263020e+00	1.151930e+00	nan	nan	nan	nan	nan	nan
2.172610e+00	1.145000e+00	2.201174e-02	9.060687e-01	4.842559e-03	1.166196e-02	4.837337e-02	9.813420e-03
2.365110e+00	1.049210e+00	nan	nan	nan	nan	nan	nan
2.269040e+00	1.047210e+00	4.114464e-01	9.399542e-01	3.500000e-02	nan	nan	nan
2.173560e+00	1.049180e+00	nan	nan	nan	nan	nan	nan
2.365120e+00	9.359960e-01	3.037578e-02	8.795217e-01	6.623016e-03	5.022089e-02	3.700075e-01	6.585037e-02
2.262260e+00	9.425120e-01	1.147417e-02	9.448001e-01	1.686547e-05	nan	nan	nan
2.161350e+00	9.539130e-01	nan	nan	nan	nan	nan	nan
2.350380e+00	8.233460e-01	nan	nan	nan	nan	nan	nan
2.239690e+00	8.391340e-01	nan	nan	nan	nan	nan	nan
2.133300e+00	8.606710e-01	9.922079e-03	9.277342e-01	3.890009e-03	1.592843e-02	7.335590e-02	1.766800e-02
-2.381780e+00	1.345850e+00	nan	nan	nan	nan	nan	nan
-2.319010e+00	1.401920e+00	nan	nan	nan	nan	nan	nan
-2.257800e+00	1.458290e+00	nan	nan	nan	nan	nan	nan
-2.453950e+00	1.434070e+00	2.676296e-02	9.155610e-01	3.770472e-03	1.837827e-02	3.133587e-02	7.398537e-03
-2.386110e+00	1.482960e+00	nan	nan	nan	nan	nan	nan
-2.319280e+00	1.531950e+00	9.036711e-03	9.109103e-01	1.361750e-03	5.011202e-03	3.652438e-03	1.713567e-03
